"year";"n.plots";"plots";"richness"
"2015";"6";"2_4_5_7_8_9";19
"2016";"6";"2_4_5_7_8_9";19
"2017";"6";"2_4_5_7_8_9";17
"2018";"6";"2_4_5_7_8_9";15
"2019";"6";"2_4_5_7_8_9";18
"2015";"6";"2_4_6_7_8_9";19
"2016";"6";"2_4_6_7_8_9";19
"2017";"6";"2_4_6_7_8_9";17
"2018";"6";"2_4_6_7_8_9";15
"2019";"6";"2_4_6_7_8_9";18
"2015";"6";"2_5_6_7_8_9";18
"2016";"6";"2_5_6_7_8_9";19
"2017";"6";"2_5_6_7_8_9";17
"2018";"6";"2_5_6_7_8_9";13
"2019";"6";"2_5_6_7_8_9";18
"2015";"6";"3_4_5_6_7_8";19
"2016";"6";"3_4_5_6_7_8";18
"2017";"6";"3_4_5_6_7_8";16
"2018";"6";"3_4_5_6_7_8";11
"2019";"6";"3_4_5_6_7_8";17
"2015";"6";"3_4_5_6_7_9";19
"2016";"6";"3_4_5_6_7_9";19
"2017";"6";"3_4_5_6_7_9";16
"2018";"6";"3_4_5_6_7_9";11
"2019";"6";"3_4_5_6_7_9";18
"2015";"6";"3_4_5_6_8_9";19
"2016";"6";"3_4_5_6_8_9";19
"2017";"6";"3_4_5_6_8_9";16
"2018";"6";"3_4_5_6_8_9";11
"2019";"6";"3_4_5_6_8_9";17
"2015";"6";"3_4_5_7_8_9";19
"2016";"6";"3_4_5_7_8_9";19
"2017";"6";"3_4_5_7_8_9";16
"2018";"6";"3_4_5_7_8_9";11
"2019";"6";"3_4_5_7_8_9";18
"2015";"6";"3_4_6_7_8_9";19
"2016";"6";"3_4_6_7_8_9";19
"2017";"6";"3_4_6_7_8_9";16
"2018";"6";"3_4_6_7_8_9";11
"2019";"6";"3_4_6_7_8_9";17
"2015";"6";"3_5_6_7_8_9";18
"2016";"6";"3_5_6_7_8_9";19
"2017";"6";"3_5_6_7_8_9";16
"2018";"6";"3_5_6_7_8_9";9
"2019";"6";"3_5_6_7_8_9";18
"2015";"6";"4_5_6_7_8_9";19
"2016";"6";"4_5_6_7_8_9";19
"2017";"6";"4_5_6_7_8_9";13
"2018";"6";"4_5_6_7_8_9";8
"2019";"6";"4_5_6_7_8_9";18
"2015";"7";"1_2_3_4_5_6_7";19
"2016";"7";"1_2_3_4_5_6_7";18
"2017";"7";"1_2_3_4_5_6_7";17
"2018";"7";"1_2_3_4_5_6_7";16
"2019";"7";"1_2_3_4_5_6_7";17
"2015";"7";"1_2_3_4_5_6_8";19
"2016";"7";"1_2_3_4_5_6_8";18
"2017";"7";"1_2_3_4_5_6_8";17
"2018";"7";"1_2_3_4_5_6_8";16
"2019";"7";"1_2_3_4_5_6_8";17
"2015";"7";"1_2_3_4_5_6_9";19
"2016";"7";"1_2_3_4_5_6_9";18
"2017";"7";"1_2_3_4_5_6_9";17
"2018";"7";"1_2_3_4_5_6_9";16
"2019";"7";"1_2_3_4_5_6_9";18
"2015";"7";"1_2_3_4_5_7_8";19
"2016";"7";"1_2_3_4_5_7_8";18
"2017";"7";"1_2_3_4_5_7_8";17
"2018";"7";"1_2_3_4_5_7_8";16
"2019";"7";"1_2_3_4_5_7_8";17
"2015";"7";"1_2_3_4_5_7_9";19
"2016";"7";"1_2_3_4_5_7_9";19
"2017";"7";"1_2_3_4_5_7_9";17
"2018";"7";"1_2_3_4_5_7_9";16
"2019";"7";"1_2_3_4_5_7_9";18
"2015";"7";"1_2_3_4_5_8_9";19
"2016";"7";"1_2_3_4_5_8_9";19
"2017";"7";"1_2_3_4_5_8_9";17
"2018";"7";"1_2_3_4_5_8_9";16
"2019";"7";"1_2_3_4_5_8_9";18
"2015";"7";"1_2_3_4_6_7_8";19
"2016";"7";"1_2_3_4_6_7_8";18
"2017";"7";"1_2_3_4_6_7_8";17
"2018";"7";"1_2_3_4_6_7_8";16
"2019";"7";"1_2_3_4_6_7_8";17
"2015";"7";"1_2_3_4_6_7_9";19
"2016";"7";"1_2_3_4_6_7_9";19
"2017";"7";"1_2_3_4_6_7_9";17
"2018";"7";"1_2_3_4_6_7_9";16
"2019";"7";"1_2_3_4_6_7_9";18
"2015";"7";"1_2_3_4_6_8_9";19
"2016";"7";"1_2_3_4_6_8_9";19
"2017";"7";"1_2_3_4_6_8_9";17
"2018";"7";"1_2_3_4_6_8_9";16
"2019";"7";"1_2_3_4_6_8_9";18
"2015";"7";"1_2_3_4_7_8_9";19
"2016";"7";"1_2_3_4_7_8_9";19
"2017";"7";"1_2_3_4_7_8_9";17
"2018";"7";"1_2_3_4_7_8_9";16
"2019";"7";"1_2_3_4_7_8_9";18
"2015";"7";"1_2_3_5_6_7_8";18
"2016";"7";"1_2_3_5_6_7_8";18
"2017";"7";"1_2_3_5_6_7_8";17
"2018";"7";"1_2_3_5_6_7_8";14
"2019";"7";"1_2_3_5_6_7_8";17
"2015";"7";"1_2_3_5_6_7_9";18
"2016";"7";"1_2_3_5_6_7_9";19
"2017";"7";"1_2_3_5_6_7_9";17
"2018";"7";"1_2_3_5_6_7_9";14
"2019";"7";"1_2_3_5_6_7_9";18
"2015";"7";"1_2_3_5_6_8_9";18
"2016";"7";"1_2_3_5_6_8_9";19
"2017";"7";"1_2_3_5_6_8_9";17
"2018";"7";"1_2_3_5_6_8_9";14
"2019";"7";"1_2_3_5_6_8_9";18
"2015";"7";"1_2_3_5_7_8_9";18
"2016";"7";"1_2_3_5_7_8_9";19
"2017";"7";"1_2_3_5_7_8_9";17
"2018";"7";"1_2_3_5_7_8_9";14
"2019";"7";"1_2_3_5_7_8_9";18
"2015";"7";"1_2_3_6_7_8_9";18
"2016";"7";"1_2_3_6_7_8_9";19
"2017";"7";"1_2_3_6_7_8_9";17
"2018";"7";"1_2_3_6_7_8_9";14
"2019";"7";"1_2_3_6_7_8_9";18
"2015";"7";"1_2_4_5_6_7_8";19
"2016";"7";"1_2_4_5_6_7_8";18
"2017";"7";"1_2_4_5_6_7_8";17
"2018";"7";"1_2_4_5_6_7_8";15
"2019";"7";"1_2_4_5_6_7_8";17
"2015";"7";"1_2_4_5_6_7_9";19
"2016";"7";"1_2_4_5_6_7_9";19
"2017";"7";"1_2_4_5_6_7_9";17
"2018";"7";"1_2_4_5_6_7_9";15
"2019";"7";"1_2_4_5_6_7_9";18
"2015";"7";"1_2_4_5_6_8_9";19
"2016";"7";"1_2_4_5_6_8_9";19
"2017";"7";"1_2_4_5_6_8_9";17
"2018";"7";"1_2_4_5_6_8_9";15
"2019";"7";"1_2_4_5_6_8_9";18
"2015";"7";"1_2_4_5_7_8_9";19
"2016";"7";"1_2_4_5_7_8_9";19
"2017";"7";"1_2_4_5_7_8_9";17
"2018";"7";"1_2_4_5_7_8_9";15
"2019";"7";"1_2_4_5_7_8_9";18
"2015";"7";"1_2_4_6_7_8_9";19
"2016";"7";"1_2_4_6_7_8_9";19
"2017";"7";"1_2_4_6_7_8_9";17
"2018";"7";"1_2_4_6_7_8_9";15
"2019";"7";"1_2_4_6_7_8_9";18
"2015";"7";"1_2_5_6_7_8_9";18
"2016";"7";"1_2_5_6_7_8_9";19
"2017";"7";"1_2_5_6_7_8_9";17
"2018";"7";"1_2_5_6_7_8_9";13
"2019";"7";"1_2_5_6_7_8_9";18
"2015";"7";"1_3_4_5_6_7_8";19
"2016";"7";"1_3_4_5_6_7_8";18
"2017";"7";"1_3_4_5_6_7_8";16
"2018";"7";"1_3_4_5_6_7_8";11
"2019";"7";"1_3_4_5_6_7_8";17
"2015";"7";"1_3_4_5_6_7_9";19
"2016";"7";"1_3_4_5_6_7_9";19
"2017";"7";"1_3_4_5_6_7_9";16
"2018";"7";"1_3_4_5_6_7_9";11
"2019";"7";"1_3_4_5_6_7_9";18
"2015";"7";"1_3_4_5_6_8_9";19
"2016";"7";"1_3_4_5_6_8_9";19
"2017";"7";"1_3_4_5_6_8_9";16
"2018";"7";"1_3_4_5_6_8_9";11
"2019";"7";"1_3_4_5_6_8_9";17
"2015";"7";"1_3_4_5_7_8_9";19
"2016";"7";"1_3_4_5_7_8_9";19
"2017";"7";"1_3_4_5_7_8_9";16
"2018";"7";"1_3_4_5_7_8_9";11
"2019";"7";"1_3_4_5_7_8_9";18
"2015";"7";"1_3_4_6_7_8_9";19
"2016";"7";"1_3_4_6_7_8_9";19
"2017";"7";"1_3_4_6_7_8_9";16
"2018";"7";"1_3_4_6_7_8_9";11
"2019";"7";"1_3_4_6_7_8_9";18
"2015";"7";"1_3_5_6_7_8_9";18
"2016";"7";"1_3_5_6_7_8_9";19
"2017";"7";"1_3_5_6_7_8_9";16
"2018";"7";"1_3_5_6_7_8_9";9
"2019";"7";"1_3_5_6_7_8_9";18
"2015";"7";"1_4_5_6_7_8_9";19
"2016";"7";"1_4_5_6_7_8_9";19
"2017";"7";"1_4_5_6_7_8_9";16
"2018";"7";"1_4_5_6_7_8_9";10
"2019";"7";"1_4_5_6_7_8_9";18
"2015";"7";"2_3_4_5_6_7_8";19
"2016";"7";"2_3_4_5_6_7_8";18
"2017";"7";"2_3_4_5_6_7_8";17
"2018";"7";"2_3_4_5_6_7_8";16
"2019";"7";"2_3_4_5_6_7_8";17
"2015";"7";"2_3_4_5_6_7_9";19
"2016";"7";"2_3_4_5_6_7_9";19
"2017";"7";"2_3_4_5_6_7_9";17
"2018";"7";"2_3_4_5_6_7_9";16
"2019";"7";"2_3_4_5_6_7_9";18
"2015";"7";"2_3_4_5_6_8_9";19
"2016";"7";"2_3_4_5_6_8_9";19
"2017";"7";"2_3_4_5_6_8_9";17
"2018";"7";"2_3_4_5_6_8_9";16
"2019";"7";"2_3_4_5_6_8_9";18
"2015";"7";"2_3_4_5_7_8_9";19
"2016";"7";"2_3_4_5_7_8_9";19
"2017";"7";"2_3_4_5_7_8_9";17
"2018";"7";"2_3_4_5_7_8_9";16
"2019";"7";"2_3_4_5_7_8_9";18
"2015";"7";"2_3_4_6_7_8_9";19
"2016";"7";"2_3_4_6_7_8_9";19
"2017";"7";"2_3_4_6_7_8_9";17
"2018";"7";"2_3_4_6_7_8_9";16
"2019";"7";"2_3_4_6_7_8_9";18
"2015";"7";"2_3_5_6_7_8_9";18
"2016";"7";"2_3_5_6_7_8_9";19
"2017";"7";"2_3_5_6_7_8_9";17
"2018";"7";"2_3_5_6_7_8_9";14
"2019";"7";"2_3_5_6_7_8_9";18
"2015";"7";"2_4_5_6_7_8_9";19
"2016";"7";"2_4_5_6_7_8_9";19
"2017";"7";"2_4_5_6_7_8_9";17
"2018";"7";"2_4_5_6_7_8_9";15
"2019";"7";"2_4_5_6_7_8_9";18
"2015";"7";"3_4_5_6_7_8_9";19
"2016";"7";"3_4_5_6_7_8_9";19
"2017";"7";"3_4_5_6_7_8_9";16
"2018";"7";"3_4_5_6_7_8_9";11
"2019";"7";"3_4_5_6_7_8_9";18
"2015";"8";"1_2_3_4_5_6_7_8";19
"2016";"8";"1_2_3_4_5_6_7_8";18
"2017";"8";"1_2_3_4_5_6_7_8";17
"2018";"8";"1_2_3_4_5_6_7_8";16
"2019";"8";"1_2_3_4_5_6_7_8";17
"2015";"8";"1_2_3_4_5_6_7_9";19
"2016";"8";"1_2_3_4_5_6_7_9";19
"2017";"8";"1_2_3_4_5_6_7_9";17
"2018";"8";"1_2_3_4_5_6_7_9";16
"2019";"8";"1_2_3_4_5_6_7_9";18
"2015";"8";"1_2_3_4_5_6_8_9";19
"2016";"8";"1_2_3_4_5_6_8_9";19
"2017";"8";"1_2_3_4_5_6_8_9";17
"2018";"8";"1_2_3_4_5_6_8_9";16
"2019";"8";"1_2_3_4_5_6_8_9";18
"2015";"8";"1_2_3_4_5_7_8_9";19
"2016";"8";"1_2_3_4_5_7_8_9";19
"2017";"8";"1_2_3_4_5_7_8_9";17
"2018";"8";"1_2_3_4_5_7_8_9";16
"2019";"8";"1_2_3_4_5_7_8_9";18
"2015";"8";"1_2_3_4_6_7_8_9";19
"2016";"8";"1_2_3_4_6_7_8_9";19
"2017";"8";"1_2_3_4_6_7_8_9";17
"2018";"8";"1_2_3_4_6_7_8_9";16
"2019";"8";"1_2_3_4_6_7_8_9";18
"2015";"8";"1_2_3_5_6_7_8_9";18
"2016";"8";"1_2_3_5_6_7_8_9";19
"2017";"8";"1_2_3_5_6_7_8_9";17
"2018";"8";"1_2_3_5_6_7_8_9";14
"2019";"8";"1_2_3_5_6_7_8_9";18
"2015";"8";"1_2_4_5_6_7_8_9";19
"2016";"8";"1_2_4_5_6_7_8_9";19
"2017";"8";"1_2_4_5_6_7_8_9";17
"2018";"8";"1_2_4_5_6_7_8_9";15
"2019";"8";"1_2_4_5_6_7_8_9";18
"2015";"8";"1_3_4_5_6_7_8_9";19
"2016";"8";"1_3_4_5_6_7_8_9";19
"2017";"8";"1_3_4_5_6_7_8_9";16
"2018";"8";"1_3_4_5_6_7_8_9";11
"2019";"8";"1_3_4_5_6_7_8_9";18
"2015";"8";"2_3_4_5_6_7_8_9";19
"2016";"8";"2_3_4_5_6_7_8_9";19
"2017";"8";"2_3_4_5_6_7_8_9";17
"2018";"8";"2_3_4_5_6_7_8_9";16
"2019";"8";"2_3_4_5_6_7_8_9";18
"2015";"9";"1_2_3_4_5_6_7_8_9";19
"2016";"9";"1_2_3_4_5_6_7_8_9";19
"2017";"9";"1_2_3_4_5_6_7_8_9";17
"2018";"9";"1_2_3_4_5_6_7_8_9";16
"2019";"9";"1_2_3_4_5_6_7_8_9";18
